Country,Education Level,Years of Experience,Employment,Salary,Continent
Canada,Less than a Bachelors,30.0,Self-employed/Freelancer,75631.0,North America
Canada,Less than a Bachelors,3.0,Full-time Employment,44622.0,North America
Canada,Master’s degree,10.0,Full-time Employment,43866.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,60505.0,North America
Canada,Master’s degree,22.0,Full-time Employment,39328.0,North America
Canada,Master’s degree,16.0,Full-time Employment,71850.0,North America
Canada,Bachelor’s degree,26.0,Full-time Employment,117229.0,North America
Canada,Master’s degree,4.0,Full-time Employment,35849.0,North America
Canada,Less than a Bachelors,15.0,Full-time Employment,151263.0,North America
Canada,Less than a Bachelors,20.0,Full-time Employment,52942.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,55211.0,North America
Canada,Less than a Bachelors,1.0,Full-time Employment,33900.0,North America
Canada,Bachelor’s degree,27.0,Full-time Employment,77144.0,North America
Canada,Bachelor’s degree,12.0,Full-time Employment,55967.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,71850.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,71494.0,North America
Canada,Master’s degree,0.5,Full-time Employment,48950.0,North America
Canada,Master’s degree,2.0,Full-time Employment,52942.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,98321.0,North America
Mexico,Bachelor’s degree,9.0,Full-time Employment,48478.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,68824.0,North America
Canada,Bachelor’s degree,15.0,Full-time Employment,137271.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,35395.0,North America
Canada,Bachelor’s degree,8.0,Self-employed/Freelancer,127056.0,North America
Canada,Master’s degree,5.0,Full-time Employment,85085.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,30253.0,North America
Canada,Bachelor’s degree,22.0,Full-time Employment,75631.0,North America
Canada,Post grad,13.0,Full-time Employment,151263.0,North America
Canada,Less than a Bachelors,16.0,Full-time Employment,75631.0,North America
Canada,Less than a Bachelors,27.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,109665.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,52942.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,41597.0,North America
Canada,Bachelor’s degree,19.0,Full-time Employment,79413.0,North America
Canada,Less than a Bachelors,7.0,Full-time Employment,45379.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,71850.0,North America
Mexico,Post grad,10.0,Full-time Employment,25860.0,North America
Canada,Master’s degree,3.0,Full-time Employment,58992.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,68068.0,North America
Mexico,Bachelor’s degree,2.0,Full-time Employment,16164.0,North America
Mexico,Bachelor’s degree,8.0,Full-time Employment,20688.0,North America
Canada,Less than a Bachelors,10.0,Full-time Employment,45379.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,113447.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,86976.0,North America
Canada,Less than a Bachelors,16.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,86220.0,North America
Mexico,Master’s degree,11.0,Full-time Employment,71100.0,North America
Canada,Master’s degree,5.0,Full-time Employment,49160.0,North America
Canada,Master’s degree,5.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,69581.0,North America
Canada,Less than a Bachelors,20.0,Full-time Employment,75631.0,North America
Canada,Master’s degree,21.0,Full-time Employment,70337.0,North America
Canada,Master’s degree,4.0,Full-time Employment,66556.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,65799.0,North America
Canada,Master’s degree,19.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,56723.0,North America
Canada,Master’s degree,5.0,Full-time Employment,93594.0,North America
Canada,Less than a Bachelors,3.0,Full-time Employment,68068.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,37816.0,North America
Mexico,Bachelor’s degree,13.0,Full-time Employment,25860.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,109665.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,68824.0,North America
Canada,Bachelor’s degree,10.0,Self-employed/Freelancer,163368.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,52942.0,North America
Canada,Bachelor’s degree,22.0,Full-time Employment,83194.0,North America
Canada,Less than a Bachelors,4.0,Self-employed/Freelancer,105884.0,North America
Canada,Bachelor’s degree,20.0,Full-time Employment,90758.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,62774.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,60505.0,North America
Canada,Master’s degree,8.0,Full-time Employment,71093.0,North America
Canada,Less than a Bachelors,8.0,Full-time Employment,60505.0,North America
Canada,Less than a Bachelors,0.5,Full-time Employment,31750.0,North America
Canada,Master’s degree,18.0,Full-time Employment,83194.0,North America
Canada,Less than a Bachelors,14.0,Full-time Employment,167901.0,North America
Canada,Bachelor’s degree,14.0,Full-time Employment,77900.0,North America
Canada,Master’s degree,10.0,Full-time Employment,51051.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,41597.0,North America
Mexico,Bachelor’s degree,3.0,Full-time Employment,25536.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,75631.0,North America
Canada,Master’s degree,15.0,Self-employed/Freelancer,127056.0,North America
Canada,Bachelor’s degree,12.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,59749.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,80925.0,North America
Canada,Less than a Bachelors,8.0,Full-time Employment,66150.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,64287.0,North America
Canada,Less than a Bachelors,26.0,Full-time Employment,79413.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,69399.0,North America
Canada,Less than a Bachelors,0.5,Full-time Employment,41597.0,North America
Canada,Bachelor’s degree,8.0,Self-employed/Freelancer,27228.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,54833.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,50673.0,North America
Canada,Master’s degree,12.0,Full-time Employment,103615.0,North America
Canada,Less than a Bachelors,0.5,Full-time Employment,46891.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,56723.0,North America
Mexico,Less than a Bachelors,4.0,Full-time Employment,29088.0,North America
Mexico,Bachelor’s degree,8.0,Full-time Employment,39168.0,North America
Canada,Less than a Bachelors,8.0,Full-time Employment,90758.0,North America
Canada,Less than a Bachelors,13.0,Full-time Employment,52186.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,52942.0,North America
Canada,Less than a Bachelors,10.0,Full-time Employment,43110.0,North America
Canada,Master’s degree,13.0,Full-time Employment,71850.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,88489.0,North America
Canada,Less than a Bachelors,15.0,Full-time Employment,49917.0,North America
Mexico,Post grad,10.0,Full-time Employment,21336.0,North America
Canada,Less than a Bachelors,3.0,Full-time Employment,36303.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,56723.0,North America
Canada,Less than a Bachelors,5.0,Full-time Employment,49160.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,83194.0,North America
Canada,Master’s degree,3.0,Part-time Employment,30676.0,North America
Canada,Less than a Bachelors,3.0,Full-time Employment,47648.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,56723.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,92863.0,North America
Canada,Master’s degree,12.0,Self-employed/Freelancer,90758.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,102102.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,83194.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,94539.0,North America
Canada,Less than a Bachelors,11.0,Full-time Employment,56723.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,30253.0,North America
Canada,Less than a Bachelors,35.0,Full-time Employment,128573.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,43110.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,74005.0,North America
Canada,Post grad,1.0,Full-time Employment,68068.0,North America
Mexico,Post grad,2.0,Full-time Employment,10344.0,North America
Canada,Bachelor’s degree,20.0,Full-time Employment,136136.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,83194.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,45379.0,North America
Canada,Less than a Bachelors,45.0,Part-time Employment,45379.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,64287.0,North America
Canada,Less than a Bachelors,2.0,Full-time Employment,41597.0,North America
Canada,Bachelor’s degree,0.5,Full-time Employment,51997.0,North America
Canada,Bachelor’s degree,11.0,Full-time Employment,56723.0,North America
Canada,Post grad,5.0,Full-time Employment,143699.0,North America
Canada,Bachelor’s degree,17.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,57480.0,North America
Canada,Bachelor’s degree,12.0,Full-time Employment,64287.0,North America
Mexico,Bachelor’s degree,5.0,Full-time Employment,29088.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,54455.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,45379.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,61261.0,North America
Mexico,Bachelor’s degree,2.0,Full-time Employment,25920.0,North America
Mexico,Bachelor’s degree,9.0,Full-time Employment,129276.0,North America
Canada,Post grad,4.0,Full-time Employment,77522.0,North America
Canada,Less than a Bachelors,17.0,Full-time Employment,90758.0,North America
Canada,Bachelor’s degree,19.0,Full-time Employment,128573.0,North America
Canada,Post grad,6.0,Full-time Employment,35547.0,North America
Canada,Less than a Bachelors,11.0,Part-time Employment,26450.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,38799.0,North America
Canada,Bachelor’s degree,15.0,Full-time Employment,94539.0,North America
Canada,Less than a Bachelors,9.0,Full-time Employment,98321.0,North America
Canada,Less than a Bachelors,13.0,Full-time Employment,113447.0,North America
Canada,Master’s degree,1.0,Full-time Employment,45379.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,44622.0,North America
Canada,Less than a Bachelors,7.0,Full-time Employment,46135.0,North America
Mexico,Bachelor’s degree,5.0,Full-time Employment,25860.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,49160.0,North America
Canada,Less than a Bachelors,9.0,Full-time Employment,56723.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,79413.0,North America
Canada,Less than a Bachelors,6.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,46891.0,North America
Canada,Bachelor’s degree,23.0,Self-employed/Freelancer,98300.0,North America
Canada,Master’s degree,5.0,Full-time Employment,68068.0,North America
Canada,Bachelor’s degree,20.0,Full-time Employment,94539.0,North America
Canada,Master’s degree,0.5,Full-time Employment,52942.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,68068.0,North America
Mexico,Less than a Bachelors,5.0,Full-time Employment,29088.0,North America
Canada,Less than a Bachelors,2.0,Full-time Employment,18156.0,North America
Canada,Master’s degree,15.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,19.0,Self-employed/Freelancer,128573.0,North America
Canada,Less than a Bachelors,26.0,Full-time Employment,56723.0,North America
Canada,Post grad,5.0,Full-time Employment,71850.0,North America
Canada,Less than a Bachelors,19.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,49160.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,12.0,Full-time Employment,105884.0,North America
Mexico,Bachelor’s degree,6.0,Full-time Employment,45252.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,79413.0,North America
Canada,Bachelor’s degree,27.0,Self-employed/Freelancer,72606.0,North America
Canada,Less than a Bachelors,2.0,Full-time Employment,54455.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,64287.0,North America
Canada,Less than a Bachelors,12.0,Full-time Employment,72606.0,North America
Canada,Bachelor’s degree,13.0,Full-time Employment,68068.0,North America
Canada,Bachelor’s degree,1.0,Self-employed/Freelancer,13614.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,58992.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,51429.0,North America
Canada,Master’s degree,6.0,Full-time Employment,58992.0,North America
Canada,Less than a Bachelors,9.0,Full-time Employment,90758.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,37812.0,North America
Canada,Less than a Bachelors,6.0,Full-time Employment,29889.0,North America
Canada,Bachelor’s degree,17.0,Full-time Employment,86976.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,80000.0,North America
Canada,Less than a Bachelors,7.0,Full-time Employment,68068.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,68068.0,North America
Canada,Less than a Bachelors,18.0,Self-employed/Freelancer,110800.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,58614.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,68068.0,North America
Mexico,Less than a Bachelors,6.0,Full-time Employment,22620.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,90000.0,North America
Canada,Bachelor’s degree,42.0,Full-time Employment,59749.0,North America
Canada,Less than a Bachelors,12.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,68068.0,North America
Canada,Bachelor’s degree,32.0,Full-time Employment,79413.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,39328.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,90758.0,North America
Canada,Less than a Bachelors,20.0,Full-time Employment,86976.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,64287.0,North America
Canada,Master’s degree,11.0,Full-time Employment,98321.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,41597.0,North America
Canada,Less than a Bachelors,6.0,Full-time Employment,83194.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,64287.0,North America
Mexico,Bachelor’s degree,4.0,Full-time Employment,20040.0,North America
Canada,Master’s degree,9.0,Full-time Employment,68068.0,North America
Canada,Master’s degree,10.0,Full-time Employment,102102.0,North America
Canada,Bachelor’s degree,25.0,Self-employed/Freelancer,151250.0,North America
Canada,Less than a Bachelors,20.0,Full-time Employment,136136.0,North America
Mexico,Less than a Bachelors,2.0,Full-time Employment,25860.0,North America
Canada,Post grad,3.0,Full-time Employment,83194.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,46891.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,41597.0,North America
Canada,Master’s degree,4.0,Full-time Employment,65043.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,62774.0,North America
Canada,Less than a Bachelors,15.0,Full-time Employment,77144.0,North America
Canada,Bachelor’s degree,9.0,Self-employed/Freelancer,64287.0,North America
Canada,Master’s degree,7.0,Full-time Employment,84707.0,North America
Canada,Less than a Bachelors,4.0,Full-time Employment,19968.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,37816.0,North America
Canada,Master’s degree,15.0,Full-time Employment,58236.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,54456.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,70337.0,North America
Canada,Bachelor’s degree,20.0,Full-time Employment,86976.0,North America
Mexico,Bachelor’s degree,2.0,Full-time Employment,12924.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,36303.0,North America
Canada,Bachelor’s degree,18.0,Full-time Employment,128573.0,North America
Canada,Bachelor’s degree,25.0,Self-employed/Freelancer,113447.0,North America
Canada,Less than a Bachelors,1.0,Full-time Employment,20800.0,North America
Canada,Less than a Bachelors,23.0,Full-time Employment,113447.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,56723.0,North America
Canada,Bachelor’s degree,15.0,Full-time Employment,64287.0,North America
Canada,Less than a Bachelors,20.0,Full-time Employment,94539.0,North America
Canada,Bachelor’s degree,33.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,70337.0,North America
Mexico,Less than a Bachelors,4.0,Full-time Employment,20688.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,17.0,Full-time Employment,89245.0,North America
Canada,Bachelor’s degree,20.0,Full-time Employment,40085.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,64287.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,53131.0,North America
Canada,Less than a Bachelors,6.0,Full-time Employment,79413.0,North America
Canada,Bachelor’s degree,20.0,Full-time Employment,93783.0,North America
Canada,Bachelor’s degree,11.0,Full-time Employment,64287.0,North America
Canada,Less than a Bachelors,3.0,Part-time Employment,37800.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,49160.0,North America
Canada,Master’s degree,8.0,Full-time Employment,64287.0,North America
Canada,Less than a Bachelors,1.0,Full-time Employment,41597.0,North America
Canada,Master’s degree,4.0,Full-time Employment,58992.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,43110.0,North America
Canada,Less than a Bachelors,8.0,Full-time Employment,45379.0,North America
Canada,Less than a Bachelors,8.0,Self-employed/Freelancer,51807.0,North America
Canada,Master’s degree,15.0,Full-time Employment,79413.0,North America
Canada,Bachelor’s degree,22.0,Full-time Employment,113447.0,North America
Canada,Less than a Bachelors,5.0,Full-time Employment,32521.0,North America
Mexico,Master’s degree,8.0,Full-time Employment,28440.0,North America
Canada,Less than a Bachelors,1.0,Full-time Employment,60505.0,North America
Canada,Less than a Bachelors,26.0,Full-time Employment,98321.0,North America
Canada,Master’s degree,3.0,Full-time Employment,45379.0,North America
Mexico,Bachelor’s degree,4.0,Self-employed/Freelancer,22620.0,North America
Mexico,Master’s degree,18.0,Full-time Employment,113100.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,94539.0,North America
Canada,Less than a Bachelors,16.0,Full-time Employment,69581.0,North America
Canada,Bachelor’s degree,10.0,Full-time Employment,57480.0,North America
Canada,Bachelor’s degree,16.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,14.0,Full-time Employment,113447.0,North America
Canada,Bachelor’s degree,7.0,Self-employed/Freelancer,64287.0,North America
Canada,Post grad,16.0,Full-time Employment,90758.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,56723.0,North America
Canada,Master’s degree,5.0,Full-time Employment,71850.0,North America
Canada,Bachelor’s degree,14.0,Full-time Employment,58236.0,North America
Canada,Less than a Bachelors,30.0,Full-time Employment,137649.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,68068.0,North America
Canada,Bachelor’s degree,15.0,Full-time Employment,103615.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,56723.0,North America
Mexico,Less than a Bachelors,7.0,Full-time Employment,29626.0,North America
Canada,Less than a Bachelors,3.0,Full-time Employment,46891.0,North America
Canada,Less than a Bachelors,25.0,Full-time Employment,68068.0,North America
Mexico,Bachelor’s degree,12.0,Full-time Employment,38784.0,North America
Canada,Less than a Bachelors,2.0,Full-time Employment,42354.0,North America
Mexico,Bachelor’s degree,9.0,Full-time Employment,32319.0,North America
Canada,Master’s degree,17.0,Full-time Employment,78657.0,North America
Canada,Master’s degree,9.0,Full-time Employment,105884.0,North America
Canada,Bachelor’s degree,11.0,Full-time Employment,126000.0,North America
Canada,Bachelor’s degree,40.0,Full-time Employment,94539.0,North America
Canada,Bachelor’s degree,15.0,Full-time Employment,90758.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,62653.0,North America
Canada,Master’s degree,7.0,Full-time Employment,83194.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,45379.0,North America
Canada,Less than a Bachelors,10.0,Full-time Employment,64287.0,North America
Canada,Post grad,50.0,Full-time Employment,120000.0,North America
Canada,Post grad,8.0,Full-time Employment,113447.0,North America
Canada,Bachelor’s degree,12.0,Self-employed/Freelancer,93400.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,60505.0,North America
Canada,Less than a Bachelors,2.0,Full-time Employment,32521.0,North America
Canada,Less than a Bachelors,6.0,Full-time Employment,71850.0,North America
Mexico,Bachelor’s degree,10.0,Full-time Employment,18000.0,North America
Canada,Bachelor’s degree,26.0,Self-employed/Freelancer,75631.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,67312.0,North America
Canada,Master’s degree,8.0,Full-time Employment,105884.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,77900.0,North America
Canada,Less than a Bachelors,15.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,56723.0,North America
Canada,Less than a Bachelors,4.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,83194.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,43866.0,North America
Canada,Bachelor’s degree,1.0,Full-time Employment,49160.0,North America
Canada,Less than a Bachelors,8.0,Full-time Employment,64287.0,North America
Canada,Bachelor’s degree,3.0,Self-employed/Freelancer,63530.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,68068.0,North America
Canada,Bachelor’s degree,13.0,Full-time Employment,58992.0,North America
Canada,Less than a Bachelors,21.0,Full-time Employment,83194.0,North America
Canada,Master’s degree,1.0,Full-time Employment,43866.0,North America
Canada,Post grad,14.0,Full-time Employment,60505.0,North America
Mexico,Bachelor’s degree,5.0,Part-time Employment,10344.0,North America
Canada,Bachelor’s degree,14.0,Full-time Employment,98321.0,North America
Canada,Bachelor’s degree,14.0,Full-time Employment,83194.0,North America
Canada,Bachelor’s degree,8.0,Full-time Employment,151263.0,North America
Canada,Less than a Bachelors,32.0,Full-time Employment,105884.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,81682.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,39328.0,North America
Canada,Bachelor’s degree,12.0,Full-time Employment,75631.0,North America
Mexico,Bachelor’s degree,7.0,Full-time Employment,26496.0,North America
Canada,Bachelor’s degree,12.0,Self-employed/Freelancer,151250.0,North America
Mexico,Master’s degree,20.0,Self-employed/Freelancer,32316.0,North America
Canada,Master’s degree,2.0,Full-time Employment,18156.0,North America
Canada,Master’s degree,6.0,Full-time Employment,90758.0,North America
Canada,Less than a Bachelors,1.0,Full-time Employment,64287.0,North America
Mexico,Bachelor’s degree,3.0,Full-time Employment,15516.0,North America
Canada,Bachelor’s degree,0.5,Full-time Employment,64287.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,56723.0,North America
Canada,Less than a Bachelors,2.0,Full-time Employment,45379.0,North America
Canada,Bachelor’s degree,3.0,Full-time Employment,94539.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,105884.0,North America
Canada,Bachelor’s degree,13.0,Full-time Employment,75631.0,North America
Canada,Less than a Bachelors,29.0,Self-employed/Freelancer,90758.0,North America
Mexico,Bachelor’s degree,2.0,Self-employed/Freelancer,32858.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,65497.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,90758.0,North America
Canada,Less than a Bachelors,15.0,Full-time Employment,98321.0,North America
Canada,Master’s degree,3.0,Full-time Employment,51051.0,North America
Canada,Less than a Bachelors,22.0,Self-employed/Freelancer,60505.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,57480.0,North America
Canada,Master’s degree,6.0,Full-time Employment,75631.0,North America
Canada,Bachelor’s degree,2.0,Full-time Employment,54455.0,North America
Mexico,Bachelor’s degree,10.0,Full-time Employment,25860.0,North America
Canada,Less than a Bachelors,12.0,Full-time Employment,60505.0,North America
Canada,Bachelor’s degree,7.0,Full-time Employment,86220.0,North America
Canada,Bachelor’s degree,11.0,Full-time Employment,60500.0,North America
Canada,Bachelor’s degree,12.0,Full-time Employment,65043.0,North America
Canada,Less than a Bachelors,3.0,Full-time Employment,35925.0,North America
Canada,Less than a Bachelors,37.0,Full-time Employment,96808.0,North America
Canada,Less than a Bachelors,2.0,Full-time Employment,60505.0,North America
Canada,Master’s degree,8.0,Full-time Employment,56723.0,North America
Canada,Bachelor’s degree,15.0,Full-time Employment,189078.0,North America
Canada,Bachelor’s degree,11.0,Full-time Employment,102102.0,North America
Canada,Less than a Bachelors,12.0,Full-time Employment,31765.0,North America
Canada,Master’s degree,15.0,Full-time Employment,102102.0,North America
Mexico,Bachelor’s degree,4.0,Self-employed/Freelancer,38784.0,North America
Canada,Master’s degree,1.0,Full-time Employment,37816.0,North America
Canada,Bachelor’s degree,17.0,Full-time Employment,89245.0,North America
Mexico,Bachelor’s degree,6.0,Full-time Employment,15405.0,North America
Canada,Less than a Bachelors,30.0,Full-time Employment,84707.0,North America
Canada,Master’s degree,12.0,Full-time Employment,67161.0,North America
Canada,Less than a Bachelors,3.0,Full-time Employment,42354.0,North America
Canada,Master’s degree,5.0,Self-employed/Freelancer,45379.0,North America
Canada,Bachelor’s degree,25.0,Full-time Employment,47648.0,North America
Canada,Bachelor’s degree,5.0,Full-time Employment,109355.0,North America
Canada,Bachelor’s degree,9.0,Full-time Employment,64287.0,North America
Canada,Bachelor’s degree,6.0,Full-time Employment,72606.0,North America
Canada,Less than a Bachelors,22.0,Full-time Employment,86976.0,North America
Canada,Bachelor’s degree,4.0,Full-time Employment,90758.0,North America
Canada,Less than a Bachelors,1.0,Self-employed/Freelancer,27228.0,North America
Canada,Less than a Bachelors,26.0,Full-time Employment,79413.0,North America
Canada,Less than a Bachelors,7.0,Self-employed/Freelancer,108000.0,North America
Canada,Less than a Bachelors,23.0,Full-time Employment,83194.0,North America
