Country,Education Level,Years of Experience,Employment,Salary,Continent
Sweden,Bachelor’s degree,15.0,Full-time Employment,76464.0,Europe
Austria,Master’s degree,6.0,Full-time Employment,42804.0,Europe
United Kingdom,Bachelor’s degree,2.0,Full-time Employment,23267.0,Europe
Belgium,Master’s degree,5.0,Full-time Employment,45396.0,Europe
Greece,Bachelor’s degree,3.0,Full-time Employment,27888.0,Europe
France,Post grad,3.0,Full-time Employment,24648.0,Europe
Portugal,Master’s degree,15.0,Full-time Employment,32424.0,Europe
Greece,Master’s degree,19.0,Self-employed/Freelancer,51888.0,Europe
Sweden,Master’s degree,2.0,Full-time Employment,51138.0,Europe
France,Post grad,22.0,Full-time Employment,59454.0,Europe
Greece,Bachelor’s degree,4.0,Self-employed/Freelancer,80000.0,Europe
Germany,Master’s degree,16.0,Full-time Employment,108098.0,Europe
United Kingdom,Bachelor’s degree,6.0,Full-time Employment,87896.0,Europe
Netherlands,Bachelor’s degree,6.0,Full-time Employment,64859.0,Europe
United Kingdom,Post grad,2.0,Full-time Employment,84019.0,Europe
Switzerland,Less than a Bachelors,10.0,Full-time Employment,142308.0,Europe
Spain,Master’s degree,4.0,Full-time Employment,36753.0,Europe
United Kingdom,Less than a Bachelors,2.0,Full-time Employment,27144.0,Europe
Estonia,Less than a Bachelors,2.0,Full-time Employment,31348.0,Europe
Germany,Bachelor’s degree,23.0,Full-time Employment,97288.0,Europe
United Kingdom,Bachelor’s degree,7.0,Full-time Employment,71093.0,Europe
Poland,Master’s degree,9.0,Full-time Employment,39492.0,Europe
United Kingdom,Master’s degree,20.0,Full-time Employment,39941.0,Europe
Greece,Less than a Bachelors,0.5,Full-time Employment,11676.0,Europe
United Kingdom,Less than a Bachelors,4.0,Full-time Employment,51704.0,Europe
United Kingdom,Bachelor’s degree,16.0,Part-time Employment,56874.0,Europe
United Kingdom,Less than a Bachelors,6.0,Full-time Employment,77556.0,Europe
Italy,Master’s degree,6.0,Full-time Employment,32429.0,Europe
United Kingdom,Less than a Bachelors,2.0,Full-time Employment,32315.0,Europe
Germany,Post grad,14.0,Full-time Employment,107017.0,Europe
Germany,Bachelor’s degree,2.0,Full-time Employment,47563.0,Europe
Germany,Master’s degree,4.0,Full-time Employment,50266.0,Europe
United Kingdom,Bachelor’s degree,6.0,Full-time Employment,46533.0,Europe
United Kingdom,Bachelor’s degree,13.0,Full-time Employment,84019.0,Europe
Germany,Master’s degree,12.0,Full-time Employment,45396.0,Europe
Croatia,Master’s degree,26.0,Full-time Employment,45288.0,Europe
United Kingdom,Bachelor’s degree,3.0,Full-time Employment,40070.0,Europe
Germany,Bachelor’s degree,8.0,Full-time Employment,81074.0,Europe
United Kingdom,Master’s degree,10.0,Full-time Employment,84019.0,Europe
Poland,Bachelor’s degree,2.0,Full-time Employment,25272.0,Europe
Finland,Less than a Bachelors,10.0,Full-time Employment,45396.0,Europe
Ireland,Post grad,8.0,Full-time Employment,151337.0,Europe
Portugal,Master’s degree,2.0,Full-time Employment,12324.0,Europe
Germany,Bachelor’s degree,10.0,Part-time Employment,42804.0,Europe
Albania,Bachelor’s degree,2.0,Full-time Employment,10812.0,Europe
Norway,Master’s degree,2.0,Full-time Employment,75527.0,Europe
Italy,Master’s degree,14.0,Full-time Employment,37834.0,Europe
France,Master’s degree,4.0,Full-time Employment,54049.0,Europe
Italy,Less than a Bachelors,3.0,Full-time Employment,17508.0,Europe
France,Bachelor’s degree,3.0,Full-time Employment,37834.0,Europe
Germany,Master’s degree,2.0,Full-time Employment,51888.0,Europe
United Kingdom,Master’s degree,12.0,Full-time Employment,67215.0,Europe
Italy,Less than a Bachelors,10.0,Full-time Employment,38916.0,Europe
Hungary,Master’s degree,6.0,Full-time Employment,38484.0,Europe
Germany,Master’s degree,12.0,Full-time Employment,51888.0,Europe
Ukraine,Bachelor’s degree,4.0,Full-time Employment,29364.0,Europe
Switzerland,Bachelor’s degree,6.0,Part-time Employment,76237.0,Europe
United Kingdom,Less than a Bachelors,7.0,Self-employed/Freelancer,23267.0,Europe
United Kingdom,Bachelor’s degree,11.0,Full-time Employment,81433.0,Europe
Germany,Master’s degree,9.0,Full-time Employment,73507.0,Europe
Sweden,Master’s degree,2.0,Full-time Employment,38456.0,Europe
Lithuania,Less than a Bachelors,12.0,Full-time Employment,51888.0,Europe
France,Master’s degree,5.0,Full-time Employment,70264.0,Europe
Germany,Master’s degree,7.0,Full-time Employment,46915.0,Europe
United Kingdom,Less than a Bachelors,1.0,Full-time Employment,25852.0,Europe
United Kingdom,Master’s degree,2.0,Full-time Employment,38778.0,Europe
United Kingdom,Bachelor’s degree,7.0,Full-time Employment,68184.0,Europe
Poland,Bachelor’s degree,40.0,Self-employed/Freelancer,36444.0,Europe
United Kingdom,Less than a Bachelors,10.0,Full-time Employment,116333.0,Europe
France,Less than a Bachelors,19.0,Self-employed/Freelancer,129720.0,Europe
Denmark,Post grad,28.0,Self-employed/Freelancer,138936.0,Europe
Italy,Less than a Bachelors,11.0,Full-time Employment,48644.0,Europe
Spain,Post grad,6.0,Full-time Employment,43239.0,Europe
Germany,Master’s degree,1.0,Full-time Employment,38915.0,Europe
Norway,Less than a Bachelors,11.0,Self-employed/Freelancer,107895.0,Europe
Spain,Master’s degree,4.0,Full-time Employment,35672.0,Europe
Belgium,Bachelor’s degree,22.0,Full-time Employment,75669.0,Europe
United Kingdom,Bachelor’s degree,25.0,Self-employed/Freelancer,168037.0,Europe
United Kingdom,Bachelor’s degree,6.0,Full-time Employment,54289.0,Europe
Netherlands,Master’s degree,3.0,Full-time Employment,59454.0,Europe
Spain,Master’s degree,4.0,Full-time Employment,14268.0,Europe
United Kingdom,Master’s degree,2.0,Full-time Employment,73678.0,Europe
United Kingdom,Bachelor’s degree,5.0,Full-time Employment,41363.0,Europe
Germany,Bachelor’s degree,15.0,Full-time Employment,118908.0,Europe
Denmark,Post grad,6.0,Full-time Employment,66000.0,Europe
United Kingdom,Master’s degree,6.0,Full-time Employment,96945.0,Europe
Germany,Bachelor’s degree,22.0,Full-time Employment,64859.0,Europe
Ireland,Master’s degree,25.0,Self-employed/Freelancer,151337.0,Europe
Norway,Bachelor’s degree,0.5,Full-time Employment,58803.0,Europe
Germany,Master’s degree,5.0,Self-employed/Freelancer,51887.0,Europe
Serbia,Post grad,19.0,Full-time Employment,150000.0,Europe
United Kingdom,Less than a Bachelors,1.0,Full-time Employment,23913.0,Europe
United Kingdom,Master’s degree,19.0,Full-time Employment,64630.0,Europe
United Kingdom,Less than a Bachelors,20.0,Self-employed/Freelancer,64630.0,Europe
Austria,Less than a Bachelors,29.0,Full-time Employment,81074.0,Europe
Germany,Master’s degree,6.0,Full-time Employment,86478.0,Europe
United Kingdom,Bachelor’s degree,25.0,Self-employed/Freelancer,124089.0,Europe
Croatia,Less than a Bachelors,20.0,Self-employed/Freelancer,120000.0,Europe
Italy,Less than a Bachelors,4.0,Full-time Employment,27025.0,Europe
Germany,Master’s degree,10.0,Full-time Employment,75669.0,Europe
Croatia,Master’s degree,11.0,Self-employed/Freelancer,53700.0,Europe
Germany,Master’s degree,10.0,Full-time Employment,59454.0,Europe
Ireland,Post grad,3.0,Full-time Employment,109179.0,Europe
United Kingdom,Bachelor’s degree,7.0,Full-time Employment,37744.0,Europe
Germany,Master’s degree,1.0,Full-time Employment,38916.0,Europe
Portugal,Master’s degree,11.0,Full-time Employment,54049.0,Europe
United Kingdom,Post grad,3.0,Full-time Employment,41363.0,Europe
Germany,Less than a Bachelors,3.0,Full-time Employment,38915.0,Europe
Finland,Bachelor’s degree,13.0,Full-time Employment,38916.0,Europe
Netherlands,Bachelor’s degree,26.0,Self-employed/Freelancer,32429.0,Europe
Sweden,Bachelor’s degree,25.0,Full-time Employment,54120.0,Europe
Austria,Master’s degree,6.0,Full-time Employment,44100.0,Europe
Germany,Bachelor’s degree,7.0,Self-employed/Freelancer,97284.0,Europe
Spain,Master’s degree,2.0,Full-time Employment,22701.0,Europe
Romania,Bachelor’s degree,7.0,Self-employed/Freelancer,45396.0,Europe
United Kingdom,Bachelor’s degree,17.0,Full-time Employment,187426.0,Europe
Belarus,Bachelor’s degree,4.0,Full-time Employment,26400.0,Europe
Sweden,Less than a Bachelors,9.0,Full-time Employment,56460.0,Europe
France,Master’s degree,4.0,Full-time Employment,48648.0,Europe
Germany,Less than a Bachelors,4.0,Full-time Employment,42804.0,Europe
Poland,Less than a Bachelors,2.0,Full-time Employment,20352.0,Europe
Italy,Less than a Bachelors,17.0,Full-time Employment,75669.0,Europe
United Kingdom,Bachelor’s degree,2.0,Self-employed/Freelancer,109850.0,Europe
United Kingdom,Bachelor’s degree,3.0,Full-time Employment,72385.0,Europe
United Kingdom,Less than a Bachelors,8.0,Full-time Employment,84019.0,Europe
United Kingdom,Bachelor’s degree,2.0,Full-time Employment,67215.0,Europe
United Kingdom,Master’s degree,20.0,Full-time Employment,84019.0,Europe
Austria,Master’s degree,4.0,Full-time Employment,52968.0,Europe
France,Bachelor’s degree,2.0,Part-time Employment,19452.0,Europe
Sweden,Master’s degree,6.0,Full-time Employment,50316.0,Europe
Romania,Master’s degree,7.0,Full-time Employment,29856.0,Europe
Italy,Less than a Bachelors,6.0,Full-time Employment,18156.0,Europe
United Kingdom,Post grad,16.0,Full-time Employment,64630.0,Europe
United Kingdom,Master’s degree,7.0,Full-time Employment,96945.0,Europe
United Kingdom,Master’s degree,2.0,Full-time Employment,71093.0,Europe
Austria,Master’s degree,26.0,Full-time Employment,83236.0,Europe
Austria,Bachelor’s degree,4.0,Full-time Employment,30000.0,Europe
Belarus,Bachelor’s degree,4.0,Full-time Employment,38124.0,Europe
Sweden,Less than a Bachelors,6.0,Full-time Employment,60138.0,Europe
Greece,Bachelor’s degree,2.0,Full-time Employment,14268.0,Europe
Romania,Bachelor’s degree,5.0,Self-employed/Freelancer,58368.0,Europe
Germany,Master’s degree,20.0,Full-time Employment,87559.0,Europe
United Kingdom,Master’s degree,22.0,Full-time Employment,67215.0,Europe
United Kingdom,Bachelor’s degree,20.0,Full-time Employment,59459.0,Europe
Denmark,Master’s degree,22.0,Full-time Employment,120000.0,Europe
Poland,Master’s degree,4.0,Full-time Employment,33408.0,Europe
Romania,Less than a Bachelors,8.0,Full-time Employment,64860.0,Europe
Germany,Master’s degree,24.0,Full-time Employment,48384.0,Europe
Finland,Less than a Bachelors,8.0,Full-time Employment,51888.0,Europe
Finland,Master’s degree,20.0,Full-time Employment,66156.0,Europe
Austria,Less than a Bachelors,2.0,Full-time Employment,24000.0,Europe
United Kingdom,Bachelor’s degree,2.0,Full-time Employment,38778.0,Europe
Germany,Bachelor’s degree,8.0,Full-time Employment,55776.0,Europe
United Kingdom,Master’s degree,11.0,Full-time Employment,69800.0,Europe
Germany,Less than a Bachelors,20.0,Part-time Employment,25944.0,Europe
United Kingdom,Less than a Bachelors,10.0,Full-time Employment,46533.0,Europe
Italy,Master’s degree,1.0,Full-time Employment,20539.0,Europe
Poland,Master’s degree,9.0,Full-time Employment,41916.0,Europe
Hungary,Bachelor’s degree,5.0,Self-employed/Freelancer,64000.0,Europe
Sweden,Post grad,1.0,Full-time Employment,45312.0,Europe
Sweden,Bachelor’s degree,11.0,Full-time Employment,55224.0,Europe
Ireland,Less than a Bachelors,22.0,Full-time Employment,151337.0,Europe
Portugal,Bachelor’s degree,5.0,Full-time Employment,36753.0,Europe
Denmark,Bachelor’s degree,12.0,Full-time Employment,78156.0,Europe
Switzerland,Bachelor’s degree,7.0,Full-time Employment,101649.0,Europe
Poland,Less than a Bachelors,17.0,Self-employed/Freelancer,36444.0,Europe
Spain,Bachelor’s degree,12.0,Full-time Employment,35672.0,Europe
United Kingdom,Master’s degree,5.0,Full-time Employment,77633.0,Europe
Italy,Master’s degree,19.0,Self-employed/Freelancer,108098.0,Europe
Austria,Less than a Bachelors,15.0,Full-time Employment,108098.0,Europe
Germany,Less than a Bachelors,20.0,Full-time Employment,75669.0,Europe
Germany,Post grad,8.0,Full-time Employment,69183.0,Europe
France,Bachelor’s degree,3.0,Full-time Employment,46482.0,Europe
United Kingdom,Less than a Bachelors,20.0,Self-employed/Freelancer,77556.0,Europe
Germany,Bachelor’s degree,7.0,Full-time Employment,50806.0,Europe
France,Master’s degree,8.0,Full-time Employment,45401.0,Europe
Netherlands,Less than a Bachelors,5.0,Full-time Employment,51887.0,Europe
Germany,Bachelor’s degree,2.0,Full-time Employment,59454.0,Europe
United Kingdom,Post grad,5.0,Full-time Employment,71093.0,Europe
Netherlands,Master’s degree,12.0,Full-time Employment,162147.0,Europe
Spain,Master’s degree,3.0,Full-time Employment,47563.0,Europe
Finland,Master’s degree,15.0,Full-time Employment,84312.0,Europe
Poland,Master’s degree,9.0,Full-time Employment,212625.0,Europe
Greece,Master’s degree,2.0,Full-time Employment,24214.0,Europe
Finland,Less than a Bachelors,1.0,Part-time Employment,14136.0,Europe
Belgium,Post grad,22.0,Full-time Employment,32429.0,Europe
Ukraine,Master’s degree,4.0,Full-time Employment,48936.0,Europe
Germany,Master’s degree,11.0,Full-time Employment,81074.0,Europe
Portugal,Bachelor’s degree,8.0,Full-time Employment,25944.0,Europe
Hungary,Master’s degree,3.0,Full-time Employment,19248.0,Europe
France,Post grad,13.0,Full-time Employment,75669.0,Europe
Sweden,Post grad,38.0,Full-time Employment,79776.0,Europe
Belarus,Master’s degree,15.0,Full-time Employment,54468.0,Europe
Romania,Bachelor’s degree,20.0,Self-employed/Freelancer,103776.0,Europe
Germany,Bachelor’s degree,5.0,Full-time Employment,59454.0,Europe
Netherlands,Bachelor’s degree,3.0,Full-time Employment,40212.0,Europe
Germany,Less than a Bachelors,3.0,Full-time Employment,12324.0,Europe
Denmark,Less than a Bachelors,37.0,Self-employed/Freelancer,94075.0,Europe
Netherlands,Bachelor’s degree,6.0,Full-time Employment,54852.0,Europe
France,Master’s degree,5.0,Full-time Employment,41077.0,Europe
Greece,Bachelor’s degree,3.0,Full-time Employment,17296.0,Europe
Poland,Bachelor’s degree,3.0,Self-employed/Freelancer,30372.0,Europe
Norway,Master’s degree,12.0,Full-time Employment,155000.0,Europe
United Kingdom,Less than a Bachelors,1.0,Full-time Employment,25852.0,Europe
Poland,Less than a Bachelors,13.0,Self-employed/Freelancer,23088.0,Europe
Spain,Master’s degree,5.0,Full-time Employment,38915.0,Europe
Netherlands,Master’s degree,10.0,Self-employed/Freelancer,140527.0,Europe
Poland,Less than a Bachelors,2.0,Self-employed/Freelancer,27336.0,Europe
United Kingdom,Bachelor’s degree,13.0,Part-time Employment,24384.0,Europe
France,Post grad,6.0,Full-time Employment,56751.0,Europe
Germany,Post grad,8.0,Full-time Employment,64859.0,Europe
United Kingdom,Bachelor’s degree,8.0,Full-time Employment,90482.0,Europe
Finland,Master’s degree,18.0,Full-time Employment,71340.0,Europe
Austria,Master’s degree,20.0,Self-employed/Freelancer,97284.0,Europe
United Kingdom,Bachelor’s degree,2.0,Full-time Employment,31669.0,Europe
Ukraine,Bachelor’s degree,11.0,Full-time Employment,58728.0,Europe
Poland,Bachelor’s degree,9.0,Full-time Employment,50124.0,Europe
Netherlands,Master’s degree,10.0,Self-employed/Freelancer,108098.0,Europe
Ukraine,Bachelor’s degree,15.0,Full-time Employment,114000.0,Europe
United Kingdom,Bachelor’s degree,1.0,Full-time Employment,29360.0,Europe
France,Master’s degree,3.0,Full-time Employment,64859.0,Europe
Netherlands,Master’s degree,18.0,Full-time Employment,70264.0,Europe
Denmark,Master’s degree,35.0,Self-employed/Freelancer,217100.0,Europe
Germany,Less than a Bachelors,18.0,Full-time Employment,75240.0,Europe
Poland,Less than a Bachelors,9.0,Self-employed/Freelancer,69864.0,Europe
United Kingdom,Bachelor’s degree,12.0,Full-time Employment,135722.0,Europe
Germany,Less than a Bachelors,6.0,Full-time Employment,54806.0,Europe
Germany,Master’s degree,22.0,Full-time Employment,77831.0,Europe
United Kingdom,Master’s degree,8.0,Full-time Employment,82726.0,Europe
United Kingdom,Bachelor’s degree,2.0,Full-time Employment,22620.0,Europe
United Kingdom,Less than a Bachelors,12.0,Full-time Employment,71093.0,Europe
Germany,Master’s degree,11.0,Full-time Employment,72966.0,Europe
Sweden,Less than a Bachelors,3.0,Full-time Employment,42960.0,Europe
Sweden,Post grad,9.0,Full-time Employment,56460.0,Europe
Finland,Less than a Bachelors,15.0,Full-time Employment,50592.0,Europe
Germany,Master’s degree,15.0,Part-time Employment,54480.0,Europe
Germany,Master’s degree,2.0,Full-time Employment,81074.0,Europe
Switzerland,Less than a Bachelors,23.0,Full-time Employment,117913.0,Europe
United Kingdom,Bachelor’s degree,10.0,Self-employed/Freelancer,135000.0,Europe
Serbia,Master’s degree,13.0,Full-time Employment,64860.0,Europe
Netherlands,Less than a Bachelors,12.0,Full-time Employment,45396.0,Europe
Estonia,Less than a Bachelors,20.0,Full-time Employment,91883.0,Europe
Netherlands,Less than a Bachelors,0.5,Part-time Employment,29420.0,Europe
France,Master’s degree,1.0,Full-time Employment,27240.0,Europe
Netherlands,Less than a Bachelors,23.0,Full-time Employment,68100.0,Europe
Germany,Post grad,6.0,Full-time Employment,68102.0,Europe
United Kingdom,Less than a Bachelors,8.0,Full-time Employment,90482.0,Europe
Poland,Master’s degree,5.0,Full-time Employment,35437.0,Europe
Slovakia,Bachelor’s degree,7.0,Self-employed/Freelancer,46704.0,Europe
Netherlands,Master’s degree,5.0,Full-time Employment,38916.0,Europe
France,Master’s degree,5.0,Full-time Employment,61616.0,Europe
Romania,Less than a Bachelors,12.0,Full-time Employment,21708.0,Europe
Spain,Bachelor’s degree,10.0,Full-time Employment,59454.0,Europe
Romania,Bachelor’s degree,3.0,Full-time Employment,16824.0,Europe
Spain,Less than a Bachelors,1.0,Full-time Employment,11956.0,Europe
Germany,Less than a Bachelors,2.0,Full-time Employment,12972.0,Europe
United Kingdom,Less than a Bachelors,10.0,Full-time Employment,90482.0,Europe
Romania,Master’s degree,13.0,Self-employed/Freelancer,64859.0,Europe
Denmark,Less than a Bachelors,0.5,Full-time Employment,23448.0,Europe
Germany,Bachelor’s degree,4.0,Full-time Employment,64859.0,Europe
Germany,Master’s degree,10.0,Full-time Employment,70264.0,Europe
Netherlands,Master’s degree,7.0,Full-time Employment,24648.0,Europe
Belgium,Bachelor’s degree,5.0,Full-time Employment,58368.0,Europe
Italy,Less than a Bachelors,16.0,Full-time Employment,28536.0,Europe
Netherlands,Less than a Bachelors,2.0,Full-time Employment,27888.0,Europe
Slovakia,Less than a Bachelors,12.0,Full-time Employment,38916.0,Europe
Germany,Master’s degree,20.0,Full-time Employment,129718.0,Europe
United Kingdom,Bachelor’s degree,3.0,Full-time Employment,103408.0,Europe
Italy,Less than a Bachelors,7.0,Full-time Employment,34591.0,Europe
United Kingdom,Master’s degree,14.0,Full-time Employment,64630.0,Europe
Germany,Bachelor’s degree,5.0,Full-time Employment,53184.0,Europe
Germany,Bachelor’s degree,5.0,Full-time Employment,81074.0,Europe
United Kingdom,Bachelor’s degree,6.0,Full-time Employment,117626.0,Europe
Belgium,Bachelor’s degree,2.0,Full-time Employment,25944.0,Europe
Ukraine,Master’s degree,2.0,Full-time Employment,12240.0,Europe
United Kingdom,Bachelor’s degree,2.0,Full-time Employment,38778.0,Europe
United Kingdom,Master’s degree,11.0,Full-time Employment,63337.0,Europe
Denmark,Master’s degree,23.0,Self-employed/Freelancer,144730.0,Europe
United Kingdom,Bachelor’s degree,6.0,Full-time Employment,62045.0,Europe
Netherlands,Bachelor’s degree,5.0,Self-employed/Freelancer,129720.0,Europe
Serbia,Master’s degree,2.0,Full-time Employment,10380.0,Europe
United Kingdom,Bachelor’s degree,28.0,Full-time Employment,58167.0,Europe
United Kingdom,Master’s degree,7.0,Full-time Employment,116333.0,Europe
Ukraine,Master’s degree,4.0,Full-time Employment,39144.0,Europe
Germany,Less than a Bachelors,17.0,Full-time Employment,98369.0,Europe
Germany,Bachelor’s degree,3.0,Part-time Employment,16860.0,Europe
United Kingdom,Bachelor’s degree,0.5,Full-time Employment,41363.0,Europe
Denmark,Bachelor’s degree,17.0,Full-time Employment,100588.0,Europe
Austria,Master’s degree,6.0,Full-time Employment,38964.0,Europe
Poland,Bachelor’s degree,6.0,Full-time Employment,110000.0,Europe
Finland,Bachelor’s degree,7.0,Full-time Employment,58368.0,Europe
United Kingdom,Master’s degree,30.0,Self-employed/Freelancer,227497.0,Europe
Luxembourg,Post grad,8.0,Full-time Employment,97284.0,Europe
United Kingdom,Less than a Bachelors,12.0,Full-time Employment,51639.0,Europe
Spain,Less than a Bachelors,10.0,Full-time Employment,54049.0,Europe
Spain,Post grad,5.0,Full-time Employment,32429.0,Europe
Finland,Master’s degree,23.0,Full-time Employment,106368.0,Europe
United Kingdom,Master’s degree,1.0,Full-time Employment,37485.0,Europe
United Kingdom,Less than a Bachelors,14.0,Full-time Employment,33348.0,Europe
Poland,Bachelor’s degree,8.0,Full-time Employment,58320.0,Europe
Romania,Master’s degree,20.0,Self-employed/Freelancer,142692.0,Europe
United Kingdom,Less than a Bachelors,1.0,Full-time Employment,29730.0,Europe
Germany,Bachelor’s degree,5.0,Self-employed/Freelancer,78348.0,Europe
Netherlands,Bachelor’s degree,4.0,Full-time Employment,27240.0,Europe
Estonia,Less than a Bachelors,6.0,Full-time Employment,40212.0,Europe
United Kingdom,Bachelor’s degree,3.0,Full-time Employment,54289.0,Europe
Germany,Post grad,33.0,Self-employed/Freelancer,237816.0,Europe
Slovenia,Master’s degree,5.0,Self-employed/Freelancer,45396.0,Europe
Poland,Master’s degree,6.0,Full-time Employment,48600.0,Europe
Germany,Less than a Bachelors,15.0,Full-time Employment,71340.0,Europe
Bulgaria,Master’s degree,5.0,Full-time Employment,36468.0,Europe
Germany,Master’s degree,7.0,Full-time Employment,64859.0,Europe
Portugal,Post grad,2.0,Part-time Employment,12972.0,Europe
Netherlands,Post grad,4.0,Full-time Employment,81074.0,Europe
Belarus,Bachelor’s degree,1.0,Full-time Employment,12000.0,Europe
Germany,Less than a Bachelors,2.0,Full-time Employment,41077.0,Europe
Germany,Master’s degree,9.0,Full-time Employment,86478.0,Europe
Germany,Master’s degree,20.0,Full-time Employment,113503.0,Europe
Netherlands,Master’s degree,10.0,Full-time Employment,63564.0,Europe
Poland,Master’s degree,18.0,Full-time Employment,58472.0,Europe
Finland,Master’s degree,22.0,Full-time Employment,91883.0,Europe
Poland,Master’s degree,2.0,Part-time Employment,21864.0,Europe
Germany,Less than a Bachelors,3.0,Full-time Employment,45396.0,Europe
Finland,Master’s degree,5.0,Full-time Employment,70264.0,Europe
United Kingdom,Bachelor’s degree,21.0,Full-time Employment,193889.0,Europe
Germany,Bachelor’s degree,5.0,Self-employed/Freelancer,108098.0,Europe
Norway,Bachelor’s degree,2.0,Full-time Employment,51792.0,Europe
United Kingdom,Bachelor’s degree,1.0,Full-time Employment,38778.0,Europe
Spain,Master’s degree,1.0,Full-time Employment,27025.0,Europe
France,Master’s degree,17.0,Full-time Employment,54049.0,Europe
United Kingdom,Master’s degree,4.0,Full-time Employment,67215.0,Europe
Sweden,Master’s degree,20.0,Self-employed/Freelancer,44184.0,Europe
France,Master’s degree,2.0,Full-time Employment,31128.0,Europe
France,Master’s degree,4.0,Full-time Employment,69183.0,Europe
United Kingdom,Less than a Bachelors,20.0,Full-time Employment,96945.0,Europe
Norway,Master’s degree,8.0,Full-time Employment,113290.0,Europe
Belgium,Master’s degree,6.0,Full-time Employment,31128.0,Europe
Sweden,Less than a Bachelors,4.0,Full-time Employment,51552.0,Europe
United Kingdom,Bachelor’s degree,15.0,Full-time Employment,111809.0,Europe
Norway,Master’s degree,12.0,Full-time Employment,86316.0,Europe
United Kingdom,Bachelor’s degree,36.0,Full-time Employment,71093.0,Europe
Poland,Bachelor’s degree,12.0,Full-time Employment,78972.0,Europe
Norway,Master’s degree,50.0,Self-employed/Freelancer,116532.0,Europe
Sweden,Bachelor’s degree,10.0,Full-time Employment,63816.0,Europe
Switzerland,Master’s degree,10.0,Full-time Employment,99616.0,Europe
France,Master’s degree,11.0,Full-time Employment,54049.0,Europe
Austria,Bachelor’s degree,2.0,Full-time Employment,38916.0,Europe
United Kingdom,Bachelor’s degree,15.0,Full-time Employment,80141.0,Europe
